id,name,ingredients,time,description,calories,protein,fat,sugar,sodium,carbs,meat_ingredients,is_vegetarian
709,365 day buttermilk cornbread,"bacon drippings, eggs, yellow cornmeal, salt, baking soda, baking powder, buttermilk",40,"this cornbread is best baked in a 10-inch cast-iron skillet but if you don't have one , a pyrex dish will do just fine if you halve this recipe , use an 8-inch square dish if not , use a 9x13-inch dish or pan preheat oven to 450f put the bacon drippings in your baking dish or skillet and let them melt while the oven is preheating and you're mixing up the batter beat the eggs in a medium bowl until frothy add the corn meal , salt , baking soda and baking powder , and stir to thoroughly combine add the buttermilk and stir well remove the hot pan from the oven swirl the pan to make sure it is coated with melted bacon drippings , and pour the bacon drippings into the batter stir well to combine pour the batter into the pan , and bake 20 to 25 minutes cornbread will begin to pull away from the sides of the pan as soon as the leavening ingredients are combined , the chemical action that makes the cornbread rise is sparked no need to hurry just don't mix up the batter and then make a phone call before you pop it in the oven",213.6,12,14,11,27,8,bacon,0
710,3rd world mocha,"hot coffee, sugar, milk, dark creme de cacao",3,mix all ingredients serve hot in a coffee mug,54.1,2,1,33,0,3,,1
711,4 bean salad,"dark red kidney beans, garbanzo beans, wax bean, green beans, celery, onion, italian dressing",10,"drain and rinse kidney and garbanzo beans in colander follow with green and wax beans chop celery and onion , add to colander and toss to mix empty bean mixture into bowl and pour dressing over",268.7,10,25,28,46,9,,1
712,4 cheese chicken and bacon tortellini,"four cheese pasta sauce, cheese tortellini, boneless skinless chicken breasts, bacon, green onion, mushroom, salt and pepper",60,"fry the bacon till crunchy so it can be crumbled into bacon bits drain of the bacon fat and cook the boneless skinless chicken breasts in the same pan , add seasonings to taste i like to add a bit of garlic powder and paprika when cool , crumble the bacon and cut the chicken into bite size pieces you can put this in the fridge till later in the day or use right away put on a large pot of water to boil when it has reached the boiling point add the tortellini , while cooking chop up the green onion and fresh mushrooms once tortellini is cooked drain off the water , add 2 packages 4 cheese pasta sauce , the cooked chicken , bacon bits , green onion and mushrooms , simmer on low heat for approx 20 min or until the sauce is warmed through you will need to stir often so the pasta does not stick to the bottom serve hot , this recipe will make 4-6 good size portions",1132.6,123,68,11,58,39,"bacon, chicken",0
713,4 cheese mexican tortilla appetizers,"flour tortillas, refried beans, taco sauce, green bell pepper, red bell pepper, green onion, crushed red pepper flakes, four-cheese mexican blend cheese",18,"preheat oven to 400 f place tortillas on baking sheet bake for 3 to 4 minutes or until crisp spread refried beans evenly on tortillas spread 1 tablespoon taco sauce over beans top with bell peppers , green onions and crushed red pepper sprinkle with cheese bake for 7 to 8 minutes or until cheese is melted cut into wedges a pizza cutter works great for this",173.1,16,12,10,22,5,,1
714,4 cheese spinach dip,"cream cheese, garlic powder, parmesan cheese, romano cheese, sweet red pepper, green onion, frozen chopped spinach, medium cheddar, cayenne pepper",35,preheat oven to 400f mix first 4 ingredients with hand or stand mixer on medium until softened and well mixed add next two ingredients and mix on med-low until just incorporated add spinach and mix on low until just incorporated transfer mixture to a small ovenproof dish and sprinkling cayenne on top to taste top with cheddar bake for 15 - 18 minutes or until bubbling around the edges remove from oven and allow to set for 5 - 7 minutes before serving serve with fried or baked pita wedges and tortilla chips,633.3,54,85,8,36,3,,1
715,4 cs snack dip,"cream of chicken soup, cream cheese, white chicken meat, green chilies",35,"mix all ingredients place in a small casserole and bake at 350 for 20-30 minutes , until bubbly",217.1,22,25,5,19,2,"chicken, meat",0
716,4 in 1   creamy custard drizzle  dip  dressing or sauce,"sugar, cornstarch, salt, pineapple juice, orange juice, lime juice, eggs, cream cheese",35,"mix sugar , cornstarch & salt gradually mix in the fruit juices & stir to combine cook in top of double boiler over simmering water for 20 min , stirring often remove 1 / 4 cup of hot mixture & whisk into beaten eggs return mixture to pan & cook 5 min more beat hot mixture into cream cheese & refrigerate till well-chilled hmmm , i am already past that 4 in 1 # i will stop now or i will get totally out of control :-)",119.4,4,10,41,5,4,,1
717,4 ingredient  sausage   potato bake,"whole kernel corn, smoked sausage, campbell's cream of chicken soup, raw potatoes",70,preheat oven to 350 place all items into casserole dish and stir cook about one hour season to taste with salt and pepper and serve ! this can also be made in the crockpot just add all items and cook on high for 4 hours or low 6-8 hours,771.6,68,65,17,111,22,"chicken, sausage",0
718,4 ingredient   tequila lime marinade,"olive oil, lime juice, tequila, italian salad dressing",3,mix all together marinade meat or vegetables for 1 day or overnight,242.5,0,41,1,0,0,,1
719,4 ingredient banana cake for two,"bisquick, mashed banana, egg white, splenda sugar substitute",20,"1 preheat oven to 200f 2 blend all ingredients together 3 add more or less sugar to your own personal liking 4 pour into baking bowl i usually use a round medium-sized pyrex , as it is a small serving 5 bake for 12-15 mins , or until golden brown",170.3,9,7,32,17,9,,1
720,4 ingredient hamburger dinner in 4 easy steps,"hamburger, seasoning salt, pepper, mixed vegetables",15,"brown hamburger add seasoned salt , pepper , and vegetables simmer ten minutes serve",268.9,52,20,10,9,3,ham,0
721,4 ingredient lemon cookies,"lemon cake mix, instant lemon pudding, oil, eggs",30,"preheat oven to 350 degrees fahrenheit add all ingredients to large mixing bowl , beating until well mixed shape dough into round balls about the size of walnuts place on sprayed baking sheet , approximately 2"" apart bake 15 to 18 minutes allow to cool for a few minutes on baking sheet then transfer to wire rack to cool completely may be frosted with lemon frosting mix , if desired",116.8,1,10,25,5,4,,1
722,4 ingredient peach cobbler,"flour, sugar, butter, peaches",50,"in a mixing bowl , combine flour , sugar , and butter with a pastry cutter until it forms crumbles about half the size of a pea pour the can of peaches into your baking pan and sprinkle flour mixture evenly over the top this recipe does take about 45 minutes to bake , just keep watch for the juices to start bubbling and the top to brown bake at 350 sorry i forgot to add that in !",188.7,3,12,82,2,9,,1
723,4 ingredient sauce for roasted lamb,"light brown sugar, dijon mustard, lemon juice, garlic powder",10,combine all ingredients in a saucepan heat over medium heat until warm and well blended serve with roasted lamb,462.1,5,3,432,30,37,,1
724,4 ingredient sweet and spicy chicken wings,"chicken wings, honey, soy sauce, barbecue sauce",65,"preheat oven to 350 degrees place wings in a greased 9 x 13 baking dish combine sauces and honey and pour over the wings bake for about an hour , or until juices run clear",827.2,111,69,174,103,16,chicken,0
725,4 ingredient tangy coleslaw,"sweet onions, seasoned rice vinegar, salt, mayonnaise, coleslaw mix",10,soak onion in vinegar and salt for two hours or until onion is softened stir in 1 cup mayonnaise add coleslaw mix toss to coat serve immediately,99.0,2,10,16,10,3,,1
726,4 ingredient tomato  cucumber   onion salad,"heirloom tomatoes, sweet onion, english seedless cucumbers, seasoned rice vinegar, crouton, salt, pepper",15,"salad -- the tomatoes should be lightly seeded and then rough chopped then added to a medium size bowl add the cucumbers , onion and toss lightly add the nakano rice vinegar , salt and pepper and toss lightly if you only have access to plain rice vinegar 1 / 8 teaspoon dried oregano and dried basil can be added to 1 / 2 cup to plain rice wine vinegar to obtain the same flavor but the nakano is well worth purchasing even online it can be used for so many dishes croutons -- in a small baggie or ziplock bag , add the croutons with a meat mallet , rolling pin , can , or just your hand , ""crunch"" up the croutons not to fine , just a rough texture finishing -- top the bowl with the croutons and lightly toss serving -- i love to serve this on a lettuce leaf and a sprig of fresh basil for a elegant presentation i usually serve a toasted baguette on the side or if it is just everyday , just serve it as is it is a great simple salad !",69.0,5,0,25,1,5,,1
727,4 layer cream cheese pudding dessert,"flour, nuts, margarine, cream cheese, powdered sugar, cool whip, instant pudding mix, milk, coconut",25,"preheat oven to 350 combine the flour , nuts and margarine press mixture into a 13x9-inch pan bake 10-15 minutes while cooling , combine the cream cheese , powdered sugar and 1 cup cool whip spread over first layer mix the pudding and milk pour on creamy layer chill spread with remaining cool whip you may sprinkle with toasted coconut if you like",556.2,16,47,182,26,21,,1
728,4 layer dessert,"butter, self-rising flour, cream cheese, cool whip, powdered sugar, instant chocolate pudding mix",10,"first layer: mix butter and flour together layer in 9x13-inch dish second layer: mix cream cheese , 1 cup cool whip , and powdered sugar together layer over first layer third layer: mix pudding according to directions layer over second layer fourth layer: use rest of cool whip on third layer",1059.2,19,100,284,56,37,,1
729,4 layer lemon pie,"butter, flour, pecans, cream cheese, confectioners' sugar, whipped topping, condensed milk, egg yolks, lemon juice",55,"1st layer: combine butter , flour and pecans and press into a 13"" x 9"" casserole dish bake at 350 degrees for 25 minutes let cool 2nd layer: combine cream cheese , sugar and 1 / 2 of large whipped topping spread over cooled crust 3rd layer: combine condensed milk , egg yolks and lemon juice , spread over 2nd layer 4th layer: top with remainder of whipped topping garnish with lemon slices and mint , if you like",446.1,16,40,149,7,15,,1
730,4 layer vanilla chocolate raspberry bars,"sugar, butter, salt, vanilla extract, all-purpose flour, eggs, red raspberry preserves, vanilla chip",65,"heat oven to 350 in large mixing bowl , combine sugar , butter , salt and vanilla extract beat at medium speed , scraping bowl often and then reduce speed to low beat , adding in flour 1 cup at a time , scraping bowl often , until mixture is crumbly set aside 1 cup of mixture add eggs to remaining crumb mixture in the bowl beat until mixture forms dough evenly press into ungreased 13x9-inch pan bake 30 minutes or until lightly browned slather preserves over the hot , partially baked bars sprinkle vanilla chips over and add reserved crumb mixture baking for additional 20-25 minutes or until topping is lightly browned allow to cool thoroughly before cutting into bars",165.2,3,11,54,4,7,,1
731,4 lemon gallon o  lemonade,"lemons, sugar, boiling water, cold water",20,"slice lemons and place in a large bowl add sugar and pour boiling water over all stir until sugar is dissolved , squashing lemon slices with back of spoon as you stir let sit until cool enough to handle by hand , squeeze lemon slices and discard stir mixture to make sure well combined and all sugar is dissolved pour into a gallon container and fill with cold water serve over ice and enjoy !",301.1,1,0,299,0,26,,1
732,4 milk mexican flan,"sugar, evaporated milk, sweetened condensed milk, whole milk, eggs, egg yolks, vanilla extract, table cream",60,"preheat the oven to 350f bring a tea kettle of water to a boil make the caramel: have ready a 9-inch glass pie plate and a pair of potholders or oven mitts pour the sugar into a small , heavy saucepan set it over medium-low heat until the sugar starts to liquefy and form clumps stir slowly and constantly the sugar will eventually liquefy completely , then begin to color pay careful attention to the caramel at this point once it starts to color it will darken quickly pull the pan from the heat when the caramel is the color of a bright , shiny penny scrape all the caramel into the pie plate , put on the mitts and grab the pie plate firmly carefully but quickly rotate so the bottom and halfway up the sides of the plate are coated with caramel set the prepared pan into a shallow roasting pan make the filling: combine the evaporated milk , condensed milk , milk , eggs , yolks , and vanilla in a blender jar blend on very low speed just until the eggs are blended , a few seconds add the media crema and blend a few seconds until smooth let stand for a minute then scoop off any foam that rises to the surface put the roasting pan with the caramel-lined pie plate in the oven pour the custard mix into the pie plate carefully pour enough water from the tea kettle into the roasting pan to come halfway up the side of the pie plate bake until the center of the flan is set , about 35 minutes remove from the oven and cool to room temperature in the water bath refrigerate until completely chilled , at least 2 hours or up to 1 day to serve , center a large plate over the flan and , with one quick flip invert the flan over the plate give it a few secondsthe flan will slip right out of the mold and onto the plate scrape any caramel left in the mold over the flan serve chilled be extremely careful when working with caramel: by the time the caramel is brown enough to pour into the mold it will be very hotmuch hotter than boiling water handle the pot and pie plate carefully and , when tilting the pan , keep it at arms length from you",434.3,23,26,214,6,19,,1
733,4 minute spicy garlic shrimp,"shrimp, olive oil, garlic cloves, red pepper flakes, steak seasoning, lemon, zest of, lemon juice, fresh parsley",17,"heat a large skillet over medium high heat add olive oil , garlic , red pepper flakes , and shrimp season with grill seasoning or salt & pepper cook shrimp 3 minutes or until just pink toss with lemon zest , juice , & chopped parsley remove shrimp to a serving platter , leaving the garlic cloves in the pan",152.4,10,21,0,8,0,shrimp,0
734,4 point stove top macaroni  amp  cheese,"elbow macaroni, alfredo sauce, cauliflower, fat-free cheddar cheese, dijon mustard",20,"prepare macaroni according to package directions drain and keep warm heat the vegetable alfredo sauce in large saucepan over med-high heat until smooth and bubbling stir in cauliflower / broccoli and heat through remove from heat and add cheddar cheese and mustard stir gently until cheese melts add cooked pasta and return to heat cook , stirring gently , until warmed through serve immediately 4 points per serving",134.8,10,1,5,2,8,,1
735,4 points   diet soda cake,"cake mix, diet soda, egg white",25,"mix the dry cake mix , the diet soda , and the egg white until well blended pour into a 9 x 13 sprayed pan or prepared cupcake tins cook according to the directions on cake mix box slice into 12 pieces - 4 points per slice suggested combinations: yellow cake mix / diet lemon-lime soda orange cake / diet mountain dew cherry chip cake / diet cream soda diet lemon-lime soda / lemon cake angel or yellow cake / diet orange white cake / diet peach soda spice cake / diet lemon-lime diet ginger ale / white cake diet cherry soda / chocolate cake diet cola / devils food or chocolate mix diet vanilla coke / chocolate cake devils food cake / diet vanilla coke diet root beer / chocolate cake diet cherry coke / chocolate cake marble cake / diet cream soda lemon cake / tangerine diet rite",184.0,4,7,93,12,11,,1
736,4 points   white pizza,"olive oil, vidalia onions, sugar, salt, spinach, part-skim ricotta cheese, parmesan cheese, fresh basil, pizza crusts",22,"spray grill rack with nonstick spray and prepare grill for medium-hot fire heat the oil in a large non-stick skillet over medium-high heat add the onion , sugar , and 1 / 4 tsp of the salt cook , stirring until onion is a rich golden brown , about 8 minutes stir together the spinach or arugula , ricotta , 2 tbsp of the parmesan , the basil , and the remaining 1 / 4 tsp salt in a small bowl place the crust on a pizza paddle or rimless baking sheet and spread the spinach mixture over it to cover entirely top with the onion and sprinkle with the remaining 2 tbsp paremesan using the paddle or baking sheet , slide the pizza on the grill , away from the heat source cover and cook , rotating the pizza a half turn every 5 minutes , until the pizza is hot and the cheese is fully melted , about 8 minutes 4 points per serving",73.7,7,7,7,16,1,,1
737,4 pt  weight watcher quiche,"unbaked 9-inch pie shell, low-fat cheddar cheese, oscar mayer real bacon bits, flour, skim milk, eggs",60,"preheat oven to 350 toss cheese , bacon , and flour to coat mix beaten eggs and milk and add to dry mixture , mix well pour ingredients into pie shell bake for 50 to 60 minute or until set",196.9,20,16,0,12,4,bacon,0
738,4 seasons candy cane cocktail,"candy cane, strawberry vodka, white creme de menthe, cranberry juice, ice cube",3,"place crushed candy canes on a small plate or saucer wet the outside rim of a chilled martini glass with water holding the glass by the stem , rotate the rim to coat with candy in a cocktail shaker , combine vodka , creme de menthe , cranberry juice , and ice shake until well combined strain into prepared glass serve immediately garnish with a small candy cane hooked over the edge of the glass",175.7,0,0,37,0,3,,1
739,4 step zesty garlic chicken   veggies,"chicken tenders, onion, bell peppers, roma tomatoes, garlic and herb marinade, angel hair pasta, frozen broccoli, fat free sodium free chicken broth",60,"soak chicken in marinade for 10 minutes before cooking , then cook in skillet with sliced onion , bell pepper , and tomato on medium heat instead of oil or butter , add about 1 cup sodium free chicken broth as necessary when chicken is cooked , reduce heat to simmer , stir in about 2 more tablespoons of mrs dash 10 minute marinade continue stirring occasionally to give mixture an even consistency while chicken is cooking , cook your broccoli in microwave or steamer , and boil pasta in a separate pot when broccoli is done , stir gently into skillet with chicken and other vegetables pour the sauce and the veggies over your pasta and layer it in or just use it to top off the noodles whatever your preference , this dish has terrific flavor",404.2,60,3,18,3,21,chicken,0
740,4 cheese broiled tomato slices,"parmesan-romano cheese mix, ricotta cheese, mayonnaise, dried oregano, salt, garlic, tomatoes",8,"in a bowl , combine all ingredients but the tomatoes cut each tomato into 4-5 slices so they are not thin spread each slice with 1 tbs of cheese mixture place on ungreased baking sheet and broil 3 inches from heat for 3-5 minutes or until cheese melts and is golden brown in color",49.1,3,5,5,5,1,,1
741,4 cheese spinach artichoke dip,"frozen chopped spinach, artichoke hearts, garlic cloves, sour cream, cream cheese, mozzarella cheese, parmesan cheese, cheddar cheese, roasted red pepper",40,"preheat oven to 350 degrees chop all veggies mix all cheese with sour cream mix veggies into cheese mixture spread mixture in a 7"" x 11"" baking dish bake covered for 20 minutes at 350 degrees remove cover and contiue baking for 5 minutes or til lightly browned",149.9,14,17,2,11,2,,1
742,4 cheese summer pasta supper,"linguine, zucchini, cheese, tomatoes, garlic cloves, parsley, dried basil",35,"cook pasta add zucchini during last 2 minutes of cooking drain and then return to saucepan add half the cheese to pasta mix combine tomatoes , garlic , parsley and basil stir into pasta mixture garnish with remaining cheese serve immediately",443.7,42,23,24,23,18,,1
743,4 cheese zucchini bake,"onion, tomatoes, zucchini, oregano, cheddar cheese, mozzarella cheese, feta cheese, parmesan cheese, breadcrumbs",60,"slice the onions , tomatoes and zucchini thinly arrange half the vegetables in a layer in a 9x11-inch pan sprinkle with half the oregano and top with half the cheese repeat to form second layer top with bread crumbs if desired bake at 350f for 35 to 40 minutes until cheese is melted and just starts to brown cool 15 minutes before serving",336.3,43,37,18,26,2,,1
744,4 field berry frozen yogurt,"mixed berries, fine sugar, water, lime zest, yogurt, whipping cream",15,"pure the 4-field berry mix and press through a fine strainer stir in sugar , water and lime zest and let sit covered for about 30 minutes , until sugar is dissolved stir in yogurt whip cream to soft peaks and fold into yogurt mixture freeze yogurt in ice cream maker following manufacturers instructions frozen yogurt is delicious if served while still soft or scrape into a container and freeze until firm serving suggestion: lime cups to prepare , cut off top third thinly slice bottom of lime so that it sits upright hollow out lime scoop 4-field berry frozen yogurt into lime and freeze for approximately 1 hour serve frozen",333.0,9,12,71,1,21,,1
745,4 h applesauce nut bread,"flour, butter, sugar, applesauce, baking powder, egg, baking soda, walnuts",75,"preheat over to 350 and grease 1 pound loaf pan mix dry ingredients beat egg , add melted butter , and applesauce add to dry ingredients fold in nuts pour into loaf pan and bake 1 hour",97.7,3,3,32,4,6,,1
746,4 ingredient chicken salad,"canned chicken, ranch dip, mayonnaise, milk",1,drain and shred chicken combine all ingredients well these are great on a sandwich or cracker -- or even plain !,178.8,3,22,10,12,3,chicken,0
747,4 ingredient chocolate nut toffee,"granulated sugar, unsalted butter, semi-sweet chocolate chips, nuts",25,"melt the butter over medium heat in a large saucepan stir in the sugar stir constantly until the toffee mixture turns a lovely caramel color you can add the nuts now , or wait and sprinkle them on top of the chocolate carefully pour the hot toffee onto a large cookie sheet that's been lightly coated with cooking spray after a few minutes , when the toffee begins to set up but is still hot , sprinkle the chocolate chips on top once melted , spread out the chocolate to evenly coat the toffee if you didn't already mix in the nuts , sprinkle them on top of the still warm chocolate -- or mix the nuts in and sprinkle them on top , knock yourself out once the toffee is completely cooled , you can break it up into bite size pieces",3318.1,24,375,1173,6,103,,1
748,4 ingredient sugar cookies,"margarine, confectioners' sugar, flour, vanilla",18,cream together the margarine and sugar stir in vanilla and flour roll small walnut-sized pieces into balls and flatten with a fork on a cookie sheet bake at 350 until brown,3004.9,55,283,473,88,104,,1
749,4 layer bars,"yellow cake mix, margarine, egg, mini marshmallows, miniature m&m baking bits, peanuts",30,"mix cake mix , margarine , or butter and egg until combined spread into lightly greased 13x9x2-inch pan bake at 375 for 16-20 minutes until toothpick inserted comes out clean immediately sprinkle marshmallows , m&m's , and peanuts over crust bake for 2-3 minutes more until marshmallows begin to melt cool completely and cut into bars",167.1,4,12,52,8,7,,1
750,4 minute brownie pie,"eggs, sugar, salt, butter, flour, cocoa, vanilla, nuts",45,"preheat oven to 325 degrees place eggs , sugar , salt , butter , flour , cocoa , and vanilla in a small mixing bowl beat until smooth stir in nuts pour into greased 9"" pie pan bake 30 minutes",307.7,8,26,102,7,11,,1
751,4 5 calorie iced coffee,"instant coffee, equal sugar substitute, water, ice",5,put the coffee and equal into a blender add the ice then the water to the blender thouroughly blend the ice until it has the consistency of sludge be sure to stop blending frequently and mix the top ice to the bottom when thourougly blended spoon out of the blender and enjoy,11.6,0,0,6,0,0,,1
752,40 clove garlic chicken wings,"chicken wings, olive oil, garlic cloves, salt, pepper, rosemary, thyme, oregano, pernod",70,"preheat oven to 425f place wings in a single layer in large baking dish combine remaining ingredients and pour over wings , distributing garlic cloves cover , bake for 1 hour uncover and broil until browned",861.2,128,94,1,22,3,chicken,0
753,40 minute hamburger buns,"active dry yeast, water, warm water, vegetable oil, sugar, egg, salt, flour",32,"in a mixing bowl , dissolve yeast in warm water add oil and sugar and let stand for 5 minutes add the egg , salt and enough flour to form a soft dough turn onto a floured surface and knead until smooth and elastic , about 3 to 5 minutes do not let rise divide into 12 pieces and shape each into a ball place 3"" apart on greased baking sheets cover and let rest for 10 minutes bake at 425 for 8 to 12 minutes or until golden brown remove from pans to wire rack to cool",195.8,9,10,17,8,9,,1
754,40 second omelet,"eggs, water, butter",25,"beat together eggs and water until blended in a 10-inch omelet pan heat butter until just hot enough to sizzle a drop of water pour in egg mixture mixture should set immediately at edges with an inverted pancake turner , carefully push cooked portions at edges toward center so uncooked portions can reach hot pan surface , tilting pan and moving as necessary continue until the egg is set and will not flow fill the omelet with 1 / 2 cup of desired mixture with a pancake turner , fold omelet in half invert onto plate and serve immediately",248.8,25,33,3,9,0,,1
755,43 pina colada,"pineapple juice, licor 43, coconut cream",3,shake with ice in a cocktail shaker pour over ice chilled glass,115.4,2,8,52,0,5,,1
756,44 cordial,"orange, coffee beans, sugar, white rum",10,"poke 44 1 inch slits all over the orange with the stuff a coffee bean into each slit put the orange , sugar and rum in a wide mouthed jar with a tight sealing lid place in a cool , dark spot , swirling the jar occasionally , for 44 days remove and discard the orange strain the liqueur through a cheesecloth lined strainer into a clean bottle and store in the refrigerator or freezer serve neat or over ice",2942.3,3,0,807,0,68,,1
757,45 minute roast turkey  mark bittman,"whole turkey, garlic cloves, fresh tarragon, extra virgin olive oil, salt & freshly ground black pepper",45,"heat the oven to 450f put the turkey on a stable cutting board , breast side down , and cut out the backbone turn the bird over and press on it to flatten put it breast side up in a roasting pan that will accommodate it the wings should partially cover the breasts , and the legs should protrude a bit tuck the garlic and the herb under the bird and in the nooks of the wings and legs drizzle with the olive oil and sprinkle liberally with salt and pepper roast for 20 minutes , undisturbed by this time the bird should be browning remove it from the oven , baste with the pan juices , and return it to the oven reduce the heat to 400f begin to check the birds temperature about 15 minutes later it is done when the thigh meat measures 155165f on an instant-read meat thermometer check it in a couple of places let the bird rest for a few minutes before carving , then serve with the garlic cloves and pan juices or serve at room temperature",493.0,108,43,0,7,0,turkey,0
758,48 hour pork tenderloin,"pork tenderloin, vegetable oil, dry white wine, lemon juice, garlic, salt, fresh ground black pepper, paprika, bay leaves",30,"place meat in a large heavy-duty resealable plastic bag measure all remaining ingredients into a jar with a tight-fitting lid shake vigorously to combine well pour marinade over tenderloins refrigerate for 24 to 48 hours when ready to cook , discard the marinade and grill over medium coals until thoroughly done but still slightly pink in the center allow meat to rest for about 5 minutes before cutting , spooning a small amount of the juice which collects over each slice",505.0,70,56,2,27,1,pork,0
759,49er flapjacks,"dry yeast, milk, butter, eggs, sugar, bread, salt, vanilla",35,"the night before your pancake meal , in small saucepan warm the milk to 110f , remove from heat dissolve in yeast let mixture stand 5 minutes meanwhile , combine salt , sugar , and flour in a large mixing bowl add melted butter to milk mixture mix wet ingredients into dry and whisk until fully combined let stand at room temperature for 1 hour , then whisk down to deflate let stand overnight in the refrigerator or at room temperature in the morning , deflate again , whisk in beaten eggs and vanilla batter should be runny and spread easily on the griddle use a 12 inch skillet on medium high heat make one large flapjack at a time by lifting the skillet off the heat while you pour cup of batter , tilt the pan to cover the bottom surface completely do not turn until all bubbles pop and the top is basically dry this will ensure a uniform golden brown color and correct texture serve on a pre-warmed plate in stacks of 2 or 3 , they cool off very fast serves 3-4 tangy , soft and chewy store the batter one more day for a tangier taste",287.6,24,24,29,27,8,,1
760,4b s old fashioned cream of tomato soup,"tomatoes, chicken broth, butter, sugar, onion, baking soda, cream",40,"mix tomatoes , chicken broth , butter , sugar , onions and soda simmer over low heat for 1 hour heat cream in a double boiler add cream to hot tomato mixture and serve",238.6,6,33,25,6,3,chicken,0
761,4th generation homemade cherry pie,"cherries, granulated sugar, unsifted flour, salt, butter, almond extract, flour, shortening, water",75,"preheat oven to 425 degrees to make pie crusts: combine flour and salt in medium sized bowl cut in shortening with pastry cutter until mixture resembles little round pieces of dough add your tablespoons of water one at a time , stirring together with a fork form dough into 2 balls between two sheets of wax paper , roll out one ball of dough to the width and length of an average pie dish it should be about 1 / 8 of an inch thick when completely rolled out carefully remove top wax sheet , and flip bottom wax sheet with pie crust onto your pie dish , carefully remove wax sheet , and press pie crust into your pie dish roll out your second ball of dough for the top pie crust pour in your filling when done into the pie crust take your second pie crust for the top , peel off the top wax paper and place on your pie , carefully peeling back the bottom piece of the wax paper pinch edges together , use a fork to create a decorative edge poke holes with a fork into the top of the crust bake at 425 degrees until crust is golden brown to make filling: drain cherries , reserve 1 cup of cherry liquid set cherries aside to stir in later combine sugar , flour and salt in medium sized saucepan stir in reserved cherry liquid bring to a boil while stirring continously with a whisk when sauce is thick , reduce heat to a simmer simmer for 5 min , still stirring stir in butter and almond extract , and the cherries that you drained the liquid from do this with a spoon , so the cherries don't tear remove from heat",662.9,13,46,201,19,31,,1
762,4th of july cabbage salad,"bacon, cabbage, coleslaw dressing, blue cheese, cherry tomatoes",25,"place bacon in skillet , cook over med-high heat until brown , crumble and set aside in large bowl , combine bacon , cabbage and dressing mix well sprinkle with the sliced cherry tomatoes and blue cheese refrigerate and serve chilled",145.4,10,17,13,13,2,bacon,0
763,4th of july flag cake,"flour, butter, powdered sugar, cream cheese, cool whip, fresh blueberries, strawberry, sugar",30,"preheat oven to 375 mix with a pastry blender flour , butter and powdered sugar push dough evenly onto a baking sheet bake about 10 minutes or until golden brown mix powdered sugar , softened cream cheese and cool whip with a hand mixer until creamy and well blended spread mixture over crust after it has cooled reserve a small amount for ""stars "" finish with arranging blueberries and strawberries into american flag 7 red strips and 6 white pipe reserved icing as stars over blueberries",218.8,3,26,54,4,5,,1
764,4th of july fruit flag,"strawberries, blackberries, bananas, lemon juice",15,"hull and halve 29 large strawberries and set them aside arrange 30 large blackberries in the upper left corner of a serving tray or cutting board cut 58 banana slices , 3 / 4-inch-thick , into a bowl sprinkle on lemon juice and toss the slices gently with a rubber spatula to keep them from browning assemble the banana slices in rows to resemble a flag and top each slice with a strawberry half",1014.3,27,7,567,0,85,,1
765,4th of july fruit parfait,"cream cheese, powdered sugar, whipping cream, lemon juice, blueberries, strawberries, fresh mint leaves",10,"in a medium mixing bowl , place the cream cheese , lemon juice , and powdered sugar whip with an electric mixer until fluffy slowly add whipping cream , a little at a time , and continue beating until the cream is incorporated and the mixture is fluffy into tall wine glasses or champagne flutes , spoon some blueberries into the glass , then a dollop of whipped cream mixture add some strawberries or raspberries , then another dollop of whipped cream continue until glass is full , then garnish with mint leaves or lemon balm",343.1,8,43,60,5,6,,1
766,4th of july margaritas,"tequila, triple sec, lime juice, prepared sweet-and-sour mix, frozen strawberries, ice, pineapple juice, pineapple chunk, blue curacao",10,"mix ingredients for red layer in blender until smooth divide between 3 glasses rinse blender mix ingredients for white layer in blender until smooth pour over red layer , dividing equally between 3 glasses rinse blender mix ingredients for blue layer in blender top off glasses with mixture , dividing amounts equally serve",51.1,1,0,35,0,4,,1
767,4th of july martini,"vodka, triple sec, blue curacao, prepared sweet-and-sour mix, grenadine",2,mix all ingredients except grenadine in shaker and chill pour into martini glass add grenadine and it will sink to bottom,104.9,0,0,0,0,0,,1
768,4th of july no bake cheesecake,"white chocolate, cream cheese, cool whip, instant pudding mix",10,melt candiquik according to package directions and mix with all of the remaining ingredients in a large bowl serve in a pie crust that's it ! optional: top with whipped cream and / or fruit,629.9,14,69,206,16,17,,1
769,5 a day smoothie,"orange, banana, sweet potato, carrot, orange juice",10,"microwave sweet potato until soft scoop out pulp and put in blender peel orange and add to blender add banana , chopped carrot , and orange juice blend until smooth and creamy add ice cubes and water until desired thickness is achieved pour into glass and enjoy !",415.0,13,1,222,4,33,,1
770,5 can casserole,"chow mein noodles, chicken breasts, evaporated milk, cream of chicken soup, chicken and rice soup, onion, lemon juice",30,"drain canned chicken , then place in 1 1 / 2 quart casserole dish and break apart with a fork add the rest of the ingredients and mix together well bake at 350 degrees fahrenheit for 25 minutes or so until lightly browned",288.2,33,24,1,26,6,chicken,0
